en,ko
fantastic,판타스틱
fatal,치명적
fence,울타리
finger,핑거
finger,손가락
fitzgerald,피츠제럴드
flames,불꽃
fleming,플레밍
flemish,플랑드르
floors,바닥
fold,접어
formatting,서식
frames,프레임
freeway,고속도로
freshman,신입생
gains,이득이
galleries,갤러리
garage,주차장
gardner,가드너
genesis,천지창조
genesis,창세기
genocide,집단살해
genuine,정품
georgetown,조지타운
gerard,제라드
germanic,게르만
gill,아가미
gloria,글로리아
gloucester,글로스터
greenwich,그리니치
guarantee,보증
gymnasium,체육관
gymnastics,체조
habitats,서식지
handbook,도움말
hank,행크
hastings,헤이스팅스
hawks,호크스
helicopters,헬리콥터
hierarchy,계층
highlight,하이라이트
homeless,노숙자
homer,호머
honduras,온두라스
honey,여보
horizon,호라이즌
howe,하우
identifying,식별
imagination,상상
implied,묵시적
import,수입
informal,비공식
infringement,침해
insight,통찰력
inspection,점검
instant,즉석
insufficient,부족함
integrity,무결성
intel,인텔
intro,소개
investments,투자
itunes,아이튠즈
joshua,조슈아
joyce,조이스
judgement,판단
judith,주디스
judy,주디
jupiter,목성의
jupiter,목성
justification,정당화
kashmir,카슈미르
kay,케이
laboratories,연구소
lahore,라호르
leather,가죽
leipzig,라이프치히
leisure,레저
leone,레온
leopold,레오폴드
leopold,레오폴트
liked,좋아한
lisbon,리스본
listening,듣기
liver,간디
locals,지역주민
logan,로건
logistics,물류
lonely,외로운
loyal,충실
lunar,음력
luther,루터
lynch,린치
macedonian,마케도니아인
mackenzie,매켄지
mackenzie,맥켄지
madagascar,마다가스카르
mafia,마피아
magical,마법
maiden,처녀
malay,말레이시아어
mandatory,필수
maple,단풍
marx,마르크스
mathematician,수학자
mccarthy,매카시
mentor,멘토
metals,금속
micro,마이크로소프트
mild,가벼운
minerals,미네랄
miranda,미란다
missiles,미사일
mohammed,모하메드
monaco,모나코
monica,모니카
monkey,원숭이
monsters,몬스터
motorsport,모터스포츠
mozart,모차르트
mud,머드
mud,진흙
multiplayer,멀티플레이어
myanmar,미얀마
namespace,네임스페이스
nash,내시
nationalism,민족주의
nationals,내셔널스
natives,원주민
networking,네트워크
neutrality,중립성
nielsen,닐센
nielsen,닐슨
nigel,나이젤
notices,공지
objectives,목표
odds,확률
olive,올리브
organisms,미생물
oriental,동양
overcome,극복
owl,올빼미
paraguay,파라과이
partition,분할
patch,패치
paths,경로
patriots,애국자
payments,결제
pbs,pbs
peaceful,평화로운
perception,인식
perception,지각
peruvian,페루
philosophers,철학자들
pipeline,파이프라인
pipes,파이프
pistol,권총
pitchers,투수
placement,배치
plantation,플랜테이션
planted,심어
polls,설문조사
poly,폴리
portsmouth,포츠머스
pottery,도자기
pour,부어
precedent,선례
precisely,정확하게
prejudice,편견
premiership,프리미어십
proceed,진행하기
proceed,진행
projected,투영
prosecution,기소
prospect,전망
punch,펀치
pupil,눈동자
pyramid,피라미드
query,쿼리
rams,램스
randolph,랜돌프
recover,복구
rectangular,직사각형
reformation,종교개혁
regulatory,규제
rendering,렌더링
rent,월세
rent,임대
repairs,수리
replied,답글
restriction,제한
retire,은퇴
reward,보상
rex,렉스
riley,라일리
risks,위험
rodriguez,로드리게즈
rolls,롤스
romeo,로미오
rope,로프
saga,사가
salary,급여
salisbury,솔즈베리
sally,샐리
sandbox,샌드박스
sanders,샌더스
sara,사라
sara,세라
satellites,인공위성
satisfied,만족
saturn,토성
scenario,시나리오
scots,스코틀랜드
screening,시사회
screening,상영
scripts,스크립트
secrets,비밀
sectors,섹터
servers,서버
seventeen,세븐틴
shadows,그림자
shannon,섀넌
shepherd,양치기
shirt,셔츠
siblings,형제
silence,사일런스
silk,비단
silk,명주
silly,바보
skilled,숙련
skull,두개골
slovenian,슬로베니아
smoking,금연
snail,달팽이
sonic,소닉
soprano,소프라노
southampton,사우샘프턴
sovereignty,주권
spacecraft,우주선
specially,특별히
specification,사양
specification,규격
sphere,스피어
spike,스파이크
sponsor,스폰서
stamps,스탬프
stark,스타크
statues,동상
steady,꾸준히
steal,훔쳐
steering,스티어링
stefan,슈테판
stern,스턴
stoke,스토크
stoke,스토크스
strait,해협
stupid,멍청한
stuttgart,슈투트가르트
subway,지하철
suffer,고통받고
sunshine,햇살
supporter,지지자
surgical,외과
surveys,설문조사
survivor,생존자
swan,백조
swan,스완
symbolic,심볼릭
synthetic,합성
tagging,태그
taipei,타이페이
taiwanese,타이완어
terrain,지형
theaters,영화관
theatres,영화관
theatres,극장
thomson,톰슨
tide,조수
tornado,토네이도
tough,힘든
toxic,유독성
trace,추적
traces,흔적
trademark,상표권
trademark,상표
trailer,예고편
transactions,트랜잭션
transform,변형
transparent,투명한
trap,함정
trapped,갇힌
trapped,갇혀
travis,트레비스
trent,트렌트
trevor,트레버
trigger,트리거
trim,다듬기
trim,트림
triumph,트라이엄프
trivia,퀴즈
trump,트럼프
trunk,트렁크
tuesday,화이팅
tunisia,튀니지
turin,토리노
turtle,거북이
typhoon,타이푼
uncommon,드문
underwater,수중
useless,쓸데없는
vacuum,진공
valencia,발렌시아
valentine,밸런타인
valleys,골짜기
vegetation,식물
verification,검증
viking,바이킹
vikings,바이킹
villain,악당
walks,걷기
warehouse,창고
warwick,워릭
watts,와츠
webster,웹스터
williamson,윌리엄슨
witnesses,목격자
wolfgang,볼프강
wondering,궁금해
workshops,워크샵
wound,부상
yacht,요트
yemen,예멘
yemen,남예멘
zagreb,자그레브
łódź,우치
