en,ko
baghdad,바그다드
bait,미끼
balanced,균형
baldwin,볼드윈
baldwin,보두앵
ballad,발라드
ballerina,발레리나
balloon,풍선
balloons,풍선
baltic,발트
ban,금지
bangalore,벵갈루루
bangkok,방콕
bankruptcy,파산
banquet,연회
barbadian,바베이도스
barber,이발
barber,이발사
barcodes,바코드
barely,간신히
baritone,바리톤
barn,헛간
barrel,배럴
barrel,배럴
barrett,배럿
barrier,장벽
bart,바트
barton,바톤
basalt,현무암
based,기반
basel,바젤
basement,지하
basement,지하
basement,지하도
basis,기초
basque,바스크어
basque,바스크
bassist,베이시스트
batch,배치
bates,베이츠
bath,바스
bathhouse,목욕탕
bats,박쥐
batsman,배팅
batteries,건전지
batteries,배터리
batteries,전지
batteries,배터리
battlefield,배틀필드
beaches,바닷가
beaches,해변
beacons,비콘
beans,콩깍지
beard,수염
beast,비스트
beast,짐승
beaters,최강
beatles,비틀즈
beats,비트
beaver,비버
beck,벡스
beckett,베켓
bed,침대
bedford,베드퍼드
bedford,베드퍼드
bedford,베드포드
beds,침대
bee,꿀벌
bee,벌벌
bee,꿀벌
belarus,벨라루스
belarusian,벨라루스
belief,믿음
belts,벨트
benedict,베네딕트
benedict,베네딕토
benedict,베네딕도
bengali,벵골어
bengali,벵골
bengali,벵골어
benson,벤슨
bergen,베르겐
berkshire,버크셔
berlin,베를린
bermuda,버뮤다
berry,베리
berry,베리베리
bet,내기
bet,베팅
beta,베타
beth,베스
beverly,베벌리
beverly,비벌리
bike,자전거
bill,윌리엄
billie,빌리
binary,바이너리
bindings,바인딩
bing,bing
biodiversity,생물다양성
birthdays,생일
bitmaps,비트맵
black,검정
blackburn,블랙번
blame,비난
blast,폭발
blaze,블레이즈
blessed,축복받은
blessed,축복
bletchley,블레츨리
blizzard,블리자드
bloody,블러디
bloomington,블루밍턴
blouses,블라우스
blue,파랑
blues,블루스
boa,보아
boarding,탑승
boateng,보아텡
bolivar,볼리바르
bologna,볼로냐
bolívar,볼리바르
bombardment,포격
bombardment,포격
bombay,봄베이
bombs,폭탄
bonds,채권
boobs,가슴
booking,예약
bookmarks,책갈피
bookmarks,즐겨찾기
boot,부트
boot,부츠
boot,부팅
booth,부스
borden,보덴
boring,지루한
born,출생
bottom,아래
bounce,바운스
boutiques,부티크
box,box
boyd,보이드
boyfriend,보이프렌드
boyfriend,남친
boyfriend,남자친구
boys,보이스
brady,브래디
brandon,브랜던
brands,브랜드
brass,브라스
brave,용감한
bravo,bravo
breakage,파손
breakdown,분석
breakfast,아침식사
breakfast,조식
breakfast,아침밥
breakfast,아침
breast,유방
breast,가슴
breaststroke,평영
breeds,품종
brett,브렛
brewery,양조
brewery,맥주
brian,브라이언
brics,브릭스
bride,신부
bridge,다리
bridges,다리
bright,밝아
brightness,밝기
brill,brill
broad,광범위
broad,넓은
bronx,브롱크스
brooklyn,브룩클린
brotherhood,형제단
browns,브라운스
browsing,브라우징
bruno,브루노
brush,브러시
bryant,브라이언트
bsd,bsd
bts,bts
bucharest,부쿠레슈티
buck,벅스
buddha,부처
buddha,부처님
buddy,버디
budget,예산
buffer,버퍼
bug,벌레
bug,버그
bugs,곤충
bugs,버그
bugs,벅스
builder,빌더
bulgarian,불가리아인
bullet,총알
bullet,탄환
bullying,따돌림
bundesliga,분데스리가
bunt,번트
burden,부담
bureaucracy,관료
burger,햄버거
burial,매장
butterfly,나비
buying,구매
buying,구매
bylaws,세칙
bypass,바이패스
bypass,우회
bypass,우회로
bystanders,구경꾼
cabin,오두막
cabin,객실
cache,캐시
caesar,카이사르
caesar,시저
cafe,카페
cage,케이지
cage,새장
cairns,케언스
cairo,카이로
cake,케이크
calcutta,캘커타
calgary,캘거리
calibration,보정
callen,캘런
calm,차분
calm,차분한
calm,잔잔한
calm,차분
calvin,캘빈
calvin,켈빈
calvin,칼뱅
cambodia,캄보디아
cameras,카메라
cameroon,카메룬
camp,캠프
canberra,캔버라
candace,캔디스
candies,사탕
candy,캔디
candy,사탕
canoeing,카누
cantata,칸타타
canvas,캔버스
canvas,캔버스
capability,능력
capitals,캐피털
capturing,캡처
car,자동차
career,커리어
careers,커리어
carey,캐리
carlisle,칼라일
carlyle,칼라일
carmel,카르멜
carmen,카르멘
carnegie,카네기
carnival,사육제
carnival,카니발
carpenter,카펜터
carpenter,목수
carpenter,카펜터
carpet,카펫
carrara,카라라
carriage,마차
carriers,캐리어
carson,카슨
cartilage,연골
cascade,계단식
cases,케이스
casey,케이시
casting,캐스팅
castro,카스트로
catalan,카탈루냐어
catalan,카탈루냐
catalina,카타리나
catalina,카탈리나
catalogue,카탈로그
catania,카타니아
catastrophe,재난
catholicism,가톨릭교회
catholicism,가톨릭주의
catholicism,가톨릭교회
caves,동굴
cbc,cbc
cdn,cdn
cdp,cdp
ceiling,천장
ceiling,천장
celebrations,축하
cello,첼로
cellular,셀룰러
celtic,켈트
censorship,검열
center,중앙
ceramic,세라믹
certification,자격증
chad,차드
chains,체인
chains,사슬
challenger,챌린저
chances,기회
chaos,혼란
chaos,카오스
chaos,혼돈
chapman,채프먼
character,성격
characteristics,특성
chariot,전차
charitable,자선
charlotte,샬럿
charts,차트
chassis,섀시
chatting,채팅
check,점검
checkmate,메이트
checks,체크
checks,수표
cheese,치즈
chef,요리사
chef,셰프
chef,주방장
cheltenham,첼트넘
chemical,화학
chemicals,화학
chemicals,화학품
chemicals,화학물질
chemicals,화학
chennai,첸나이
chest,가슴
chest,흉부
chest,가슴이
chevrolet,쉐보레
chiangmai,치앙마이
chiba,치바
chicks,병아리
childbirth,출산
childcare,육아
chocolate,초콜릿
chocolate,초콜렛
choose,선택
christ,그리스도
christie,크리스티
christie,크리스티
christina,크리스티나
christine,크리스틴
chromosomal,염색체
chronic,만성
chronic,만성적인
chronicles,연대기
chronicles,연대기
churchill,처칠
chūō,주오
cinderella,신데렐라
cindy,신디
citation,표창
civilization,문명
claire,클레어
clara,클라라
clarence,클래런스
clarification,해명
clarinet,클라리넷
clarkson,클라크슨
classroom,교실
classrooms,교실
claudia,클라우디아
claudius,클라우디우스
clayton,클레이턴
cleaning,청소
cleaning,클리닝
clement,클레멘스
clement,클레멘트
clergy,성직자
clerk,점원
climb,오르기
climbing,등반
climbing,등산
clinic,클리닉
clinic,진료소
clip,클립
clip,클립
clips,클립
clk,clk
clouds,구름
clyde,클라이드
cmo,cmo
cmos,cmos
coach,코치
code,코드
cognitive,인지
coldplay,콜드플레이
collision,충돌
cologne,쾰른
colombian,콜롬비아
color,색상
columnist,칼럼니스트
combine,결합
comeback,컴백
comedy,코미디
comfort,위안
comfort,위안부
commando,특공대
commenting,댓글
commercialized,상업
commit,커밋
commitment,헌신
communicate,소통
communications,통신
communism,공산주의
communist,공산주의자
communists,공산주의자
companions,동반자
compare,비교하기
comparisons,비교
compatible,호환
competitor,경쟁사
competitor,경쟁자
completely,완전히
complexity,복잡도
compliance,준수
complication,합병증
comply,준수
composite,컴포지트
composite,합성
compress,압축
compression,압축
concentrated,농축
concerto,협주곡
conclusions,결론
concurrent,병행
condenser,콘덴서
condition,조건
condolence,애도
condom,콘돔
cone,원뿔
cone,원뿔
configure,설정
confirmation,확인
conflict,충돌
congestion,혼잡
congratulation,축하
connection,연결
connector,커넥터
connolly,코널리
connors,코너
conrad,콘래드
conrad,콘라트
conrad,콘라트
conrad,콘라드
conservation,보존
conservatives,보수주의
conservatives,보수당
conservatives,보수주의
conservatory,음악원
consistency,일관성
console,콘솔
constantine,콘스탄틴
constantine,콘스탄티노스
constantine,콘스탄티누스
constantinople,콘스탄티노
constellation,별자리
consul,영사
consultation,상담
consulting,컨설팅
consumer,소비
consumers,소비자
consumers,이용자
contacts,연락처
container,컨테이너
container,용기
contest,콘테스트
contestant,참가자
continuation,계속
continuity,연속성
continuity,연속
continuously,지속적으로
contradictory,모순
controller,컨트롤러
controlling,제어
convent,수녀원
convention,협약
convention,조약
convention,컨벤션
convince,설득
convince,납득
convincing,설득력
cooling,냉각
cooling,냉방
cooper,쿠퍼
cooperative,협동조합
coordinate,좌표
coordinator,코디네이터
cop,경찰
copier,복사기
copies,사본
coral,산호
corn,옥수수
corneal,각막
corners,모서리
corporate,기업
corrected,교정
corridor,코리더
costume,의상
cottage,오두막
cottage,코티지
counsel,변호사
countryside,시골
counts,카운트
courage,용기
courthouse,법원
coventry,코번트리
cowboys,카우보이
cpp,cpp
crane,크레인
crane,두루미
crater,충돌구
crawford,크로포드
crawford,크로퍼드
creature,생물
creature,생명체
credibility,신뢰성
crest,크레스트
crimes,범죄
criminals,범죄자
croatian,크로아티아인
crow,까마귀
crowd,군중
cruiser,크루저
crunch,크런치
crush,크러쉬
cry,울음
csf,csf
csm,csm
cubs,컵스
culmination,정중
cunningham,커닝엄
cunningham,커닝햄
cure,치료
curious,궁금해
cursor,커서
custody,양육
custody,구류
custody,구류
custom,맞춤
cycling,사이클링
cyrus,사이러스
czechoslovakia,체코슬로바키아
dad,아빠
dagger,단검
daily,일상
dairy,낙농
damages,손해배상
dancers,댄서
dancers,무용수
dances,댄스
daniel,다니엘
danny,대니
danzig,단치히
dao,dao
darfur,다르푸르
darwin,다윈
dash,대시
dat,dat
dates,데이트
daud,다윗
dave,데이브
david,다윗
davidson,데이비드슨
dawson,도슨
dcs,dcs
deadly,치명적
deadly,치명적이다
deaf,청각
dealer,딜러
dealership,대리점
deathmatch,데스매치
debates,논쟁
debates,토론
debt,채무
debut,데뷔
deciding,결정
deciphering,해독
decks,갑판
declare,선포
decline,쇠퇴
decoration,장식
decorations,장식
decorations,장식
decorative,장식
decreased,감소
decree,법령
decrypt,복호화
dedication,헌신
definitions,정의
delegation,위임
deli,델리
delightful,즐거운
della,델라
demolition,폭파
demon,악마
demonstration,시위
demonstration,시연
denis,데니스
density,밀도
dental,치과
deny,부정
deny,거부
depart,출발
deployment,배포
deposits,예금
deputies,대의원
derivative,파생상품
derivative,미분
derivative,파생상품
desertification,사막화
desktop,데스크탑
desktop,데스크톱
desperate,절실한
despise,경멸
destinations,목적지
destiny,운명
detachment,분리
detect,감지
detect,탐지
detected,발견됨
detected,감지
detection,검출
detection,감지
detection,탐지
detection,검출
detour,우회
developed,선진
devils,사탄
devils,데블스
dhaka,다카
diagnose,진단
diagnosis,진단
diagnostics,진단
diagram,도표
diagram,다이어그램
diamonds,다이아몬드
diaries,다이어리
diary,일기
diary,일기
diary,다이어리
diary,일기장
diaspora,디아스포라
diaz,디아스
diddy,디디디
different,달라
differential,미분
differential,미분
differentiated,차별화
digested,소화
dignity,위엄
dimension,차원
dining,식당
dining,식사
dinner,저녁
dinosaur,공룡
diode,다이오드
diploma,디플로마
diploma,수료
directed,감독
directing,연출
director,디렉터
dirham,디르함
dirt,먼지
dirty,더러운
disability,장애인
disability,장애
disability,장애인
disaster,재난
disasters,재난
disasters,재해
discharge,퇴원
discharge,방전
discharge,분비물
disco,디스코
discuss,논의
dish,요리
dish,접시
dish,접시
dishes,접시
dispersion,분산
displacement,변위
disposition,기질
dissolution,해산
distances,거리
distillation,증류
distinct,뚜렷한
distribute,분배
distribute,배포
ditto,동감
dive,dive
divide,나누기
divorcee,이혼
dixon,딕슨
dlls,dll
doc,doc
doctor,닥터
dodge,닷지
dodgers,다저스
dolphins,돌고래
domains,도메인
donating,기부
donations,기부
donations,기부금
donations,기부
donna,도나
dorian,도리안
dough,반죽을
doughnut,도넛
douglas,더글러스
dover,도버
downey,다우니
downloaded,다운로드
downs,다운스
downs,다운
drag,끌기
drag,드래그
drainage,배수
drake,드레이크
drake,드레이크
drawing,그리기
dreadnought,드레드노트
dresden,드레스덴
drew,드류
drop,떨어뜨리기
drops,물방울
drummer,드러머
drunk,취해
dry,드라이
dub,더빙
dubai,두바이
duchess,공작부인
duchess,여공작
duels,결투
duet,듀엣
dunlop,던롭
duplicate,중복
duplicate,복제
duplicate,복사
duran,듀란
dutch,네덜란드
dutchman,네덜란드인
dwarf,난쟁이
dwarf,왜소은하
dylan,딜런
dynamics,동역학
dynamics,역학
dynamics,다이내믹스
dynamics,동역학
dynamo,다이너모
east,동쪽
easter,부활절
eclipse,일식
eclipse,이클립스
ecological,생태학
ecological,생태주의
ecological,생태
ecology,생태주의
ecology,생태학
economist,경제학자
ecstasy,엑스터시
eda,eda
eden,이든
eden,에덴
edges,모서리
edges,가장자리
edison,에디슨
edith,에디스
editor,편집기
edm,edm
education,교육학
educators,교육자
effect,효과
effectiveness,효율성
efficiently,효율적으로
eighteen,열여덟
eighteen,여덟
eiko,에이코
einstein,아인슈타인
einsteins,아인슈타인
elaborate,정교
elderly,노인
eleanor,엘리너
electra,엘렉트라
electrochemical,전기화학
electrodes,전극
electron,전자
element,원소
elena,엘레나
elephant,코끼리
elevator,승강기
elevator,엘리베이터
elevators,엘리베이터
eleventh,열한번째
elf,엘프
elias,엘리어스
elisabeth,엘리자벳
elisabeth,엘리자베스
elisabeth,엘리자베스
elle,elle
elvis,엘비스
email,이메일로
embedded,임베디드
emerald,에메랄드
emirates,에미리트
emirates,에미레이트
emission,방출
emissions,배기가스
emissions,배출권
emissions,배출량
emissions,배출
emma,엠마
emotions,감정
emperors,황제
employer,직장
empty,비어
emulation,에뮬레이션
enclose,동봉
enclosed,동봉
encouraging,격려
encyclopedia,대백과사전
endorse,지지하기
endoscopy,내시경
energies,에너지
eng,eng
enhance,보정
enhance,향상
enhance,보정
enormous,어마어마한
enter,입력합니다
entertainment,엔터테인먼트
entries,항목
environmental,환경
environments,환경
equaliser,이퀄라이저
equality,평등주의
equality,평등
equations,방정식
eri,eri
erik,에리크
erik,에릭
erm,erm
error,오류
ert,ert
esc,esc
escaping,탈출
escort,호위
eskimo,에스키모
esophagus,식도
essence,본질
essential,필수
estimates,추정치
estimates,추정
eternal,영원
eternal,영원한
eternal,영원
ether,에테르
ethical,윤리
ethical,윤리적
ethiopian,에티오피아
eur,eur
eva,에바
evaluate,평가
evaporates,증발
even,조차도
everybody,다들
everyday,일상
everyday,일상
everyday,매일
everywhere,어디든
everywhere,어디서나
everywhere,어디든지
everywhere,어디서나
evolve,진화
exam,시험
example,예시
excel,excel
excess,초과
excluded,제외됨
excluding,제외
exercise,운동
exeter,엑서터
exhibition,전람회
exhibits,전시회
exist,존재
exit,출구
expectations,기대
expense,비용
expenses,비용
expertise,전문성
explain,설명하기
explanation,설명
explicit,명시적
explicit,명시
explicit,명시
exploding,폭발
exploration,탐사
explore,탐색
explore,둘러보기
explore,탐험
explorers,탐험가
exploring,탐험
explosive,폭발물
expo,박람회
expressions,표현식
expressway,자동차도
expressway,자동차도
ext,ext
exterior,외부
extinct,사멸
extreme,극한
facade,파사드
face,얼굴
factual,사실적
fading,페이딩
failures,고장
failures,실패
fairbanks,페어뱅크스
fairy,페어리
fake,가짜
falaise,팔레즈
falcon,팰컨
falcon,팰콘
falcons,팰컨
falling,떨어지는
fantasies,판타지
fantastic,판타스틱
fantastic,환상적
fantastic,판타스틱
far,멀다
farming,농장
fatal,치명적
fax,팩스
federal,연방
fees,수수료
felix,펠릭스
fence,담장
fence,울타리
ferguson,퍼거슨
fever,열이
fever,열이
fiancé,약혼자
fiber,섬유
fibonacci,피보나치
fibt,fibt
fig,fig
fiji,피지
filling,채우기
fin,지느러미
finance,재정
financing,금융
finger,손가락
finger,핑거
finger,핑거
finger,손가락
fingers,손가락
firecracker,폭죽
firewalls,방화벽
firewire,파이어와이어
fischer,피셔
fish,물고기
fitness,피트니스
fitzgerald,피츠제럴드
fix,fix
flagged,플래그
flags,깃발
flagship,플래그십
flair,플레어
flame,불꽃
flames,불꽃
flames,불꽃
flaming,flaming
flanders,플랜더스
flare,플레어
flaw,결함
fleece,양모
fleming,플레밍
flemish,플랑드르
flesh,육체
fletcher,플레처
flexible,융통성
flights,항공편
flood,홍수
flood,대홍수
flooding,홍수
floors,바닥
flowing,흐르는
floyd,플로이드
fold,접어
folder,디렉터리
folders,폴더
folklore,민속
fontana,폰타나
foodstuffs,식료품
fool,바보
forbes,포브스
forbidden,금지
forbidden,금지
foreground,전경
formatting,서식
formatting,포맷
formatting,포맷
formosa,포르모사
forty,마흔
forums,포럼
fouls,파울
founder,창립자
founding,창립
fountain,분수
fountains,분수
fragments,단편
fragrance,향기
frames,프레임
framework,프레임워크
frances,프랜시스
francesco,프란체스코
franco,프랑코
freebsd,freebsd
freeway,고속도로
freshman,신입생
fri,금요일
frigate,프리깃함
frog,개구리목
frog,개구리
frog,개구리목
frogs,개구리목
frost,프로스트
frost,서리
frost,프로스트
frozen,프로즌
frozen,냉동
fruits,과일과
fruits,과일
fuel,연료
fuels,연료
fuller,풀러
fund,기금
fungi,곰팡이
funk,펑크
fur,모피
fury,퓨리
fuzzy,퍼지
führer,총통
gadgets,가젯
gains,이득이
gains,이득
galleries,갤러리
gallium,갈륨
gambling,도박
gamma,감마
gangnam,강남
garage,주차장
garage,차고
garcia,가르시아
gardner,가드너
garrett,개릿
gateway,게이트웨이
gathering,수집
gay,게이
gdi,gdi
genesis,창세기
genesis,제네시스
genesis,천지창조
genius,천재
genocide,집단살해
genres,장르
genuine,정품
geometry,지오메트리
georgetown,조지타운
gerard,제라드
gerard,제라드
germanic,게르만어
germanic,게르만
ghosts,귀신
gibraltar,지브롤터
gifts,선물
gill,아가미
ginny,지니
ginza,긴자
girl,소녀
girls,소녀
glamorous,매력
gloria,글로리아
glossary,용어
gloucester,글로스터
gnome,그놈
gnu,gnu
golden,황금
gonzalez,곤잘레스
goodbye,굿바이
goodnight,굿나잇
goods,상품
gordian,고르디아누스
gospels,복음서
gothic,고딕
governance,거버넌스
gprs,gprs
graduated,졸업
graduates,졸업생
graduation,졸업
grains,곡물
grandfather,할아버지
grandmother,외할머니
grandmother,할머니
granite,화강암
gravel,자갈
graves,무덤
gravitational,중력
greedy,탐욕
greeks,그리스인
greene,그린
greensboro,그린즈버러
greenwich,그리니치
grenada,그레나다
grenoble,그르노블
grids,그리드
griffin,그리핀
growing,growing
growl,으르렁
gsp,gsp
guadeloupe,과달루페
guadeloupe,과들루프
guarantee,보증
guesthouse,게스트하우스
guides,가이드
gummy,거미
gustav,구스타프
gwt,gwt
gymnasium,김나지움
gymnasium,체육관
gymnastics,체조
habitats,서식지
habitats,서식지
hack,hack
hague,헤이그
haiti,아이티
hal,hal
halifax,핼리팩스
hallelujah,할렐루야
hammond,해먼드
hammond,하몬드
hammond,하몬드
hampton,햄프턴
hampton,햄프턴
han,한한
handbook,도움말
handbook,안내서
handle,핸들
handwriting,글씨
hank,행크
hanover,하노버
hansel,헨젤
happiness,행복
harassment,괴롭힘
harbor,항구
hardcore,하드코어
hartford,하트포드
hartford,하트퍼드
harvest,수확
haskell,하스켈
hastings,헤이스팅스
hate,증오
hawaiian,하와이
hawk,호크
hawk,호크
hawks,호크스
hayes,헤이스
hayes,헤이즈
hayes,헤이스
haynes,헤인스
hbr,hbr
headache,두통
headers,헤더
headphones,이어폰
headphones,헤드폰
healing,힐링
health,건강
heated,열띤
heather,헤더
heating,난방
heavy,무거운
helena,헬레나
helicopters,헬리콥터
hellboy,헬보이
helsinki,헬싱키
hemingway,헤밍웨이
hendricks,헨드릭스
hermann,헤르만
hermes,헤르메스
herschel,허셜
hesse,헤센
hierarchy,계층
higgins,히긴스
highlight,강조
highlight,하이라이트
highlight,강조하기
highlighted,하이라이트
highlights,하이라이트
hillsboro,힐즈버러
hinds,하인즈
hiphop,힙합
hirata,히라타
historic,사적
hit,hit
hitomi,히토미
hitoshi,히토시
hobbit,호빗
hoffmann,호프먼
hok,hok
holidays,공휴일
holidays,연휴
holidays,명절
holidays,휴일
holidays,공휴일
holly,홀리
holocaust,홀로코스트
home,집에
homecoming,동창회
homeland,조국
homeless,노숙자
homer,호머
honduras,온두라스
honey,여보
honey,허니
honor,영광
honorary,명예
horizon,지평선
horizon,호라이즌
hormonal,호르몬
hotdogs,핫도그
hotels,호텔
hotspot,핫스팟
howe,하우
hsr,hsr
htc,htc
http,http
hughes,휴스
humanities,인문학
humor,유머
hunters,사냥꾼
hunters,헌터
hyde,하이드
ibrahim,이브라힘
ibrahim,아브라함
ibrahim,이브라힘
iceland,아이슬란드
icelandic,아이슬란드어
icelandic,아이슬란드
idealism,관념
identifying,식별
ideology,이데올로기
ignition,점화
iit,iit
illustrations,삽화
illustrations,삽화
illustrator,일러스트레이터
illustrator,삽화가
ils,ils
images,그림
imagination,상상력
imagination,상상
immigrant,이민
immigrant,이민자
immune,면역
impact,영향력
implied,묵시적
import,가져오기
import,불러오기
import,수입
imported,가져온
imported,수입
imported,가져옴
imported,가져오기
imprisonment,감금
impulse,임펄스
inactive,비활성화
includes,포함됨
indexing,인덱싱
indie,인디
indigo,남색
individually,개별적으로
individually,개별
individuals,개인
indonesian,인도네시아
indonesian,인도네시아어
infant,영아
infected,감염된
inferno,인페르노
infinite,인피니트
inflection,억양
infobox,정보상자
informal,비공식
informatics,정보학
infringement,침해
infringement,침해
ingram,잉그램
inhibitor,억제
initiatives,이니셔티브
injection,주입
ink,잉크
inn,inn
innovations,혁신
inoculation,접종
inquisition,종교재판
inscription,비문
insert,삽입
insiders,종사자
insight,인사이트
insight,통찰력
inspection,검사
inspection,점검
inspector,경감
instant,인스턴트
instant,즉시
instant,즉석
instinct,본능
instruments,악기
insufficient,부족함
insulator,절연체
insults,모욕
intake,섭취
integral,적분
integrity,무결성
intel,인텔
intensity,강도
intensity,강조
interact,교류
interactive,대화식
interference,간섭
interpol,인터폴
interrogation,심문
interrupted,중단됨
intersection,교차
intervention,개입
intro,소개
intro,소개
introducing,소개합니다
introduction,도입
invaded,침략
invaded,침략
invalid,오류
invention,발명
inventor,발명가
inventor,발명
inventory,인벤토리
inventory,재고
inventory,재고
investigator,탐정
investments,투자
invitation,초대
invitation,초청
iris,이리스
iris,아이리스
irregular,불규칙
isobe,이소베
ist,ist
italia,이탈리아
item,품목
itunes,아이튠즈
itunes,아이튠스
itō,이토
jackie,재키
jacksonville,잭슨빌
jacobs,제이컵스
jacobs,제이콥스
jagger,jagger
janet,자넷
janet,재닛
jasper,jasper
jaundice,황달
javascript,javascript
jenkins,젱킨스
jenner,제너
jenny,제니
jenny,제니
jeremiah,예레미야
jerome,제롬
jessica,제시카
jett,제트
jim,다짐
joey,조이
jonas,조나스
jorge,호르헤
joseph,조셉
josephson,조지프슨
joshua,조슈아
joyce,조이스
jubilee,주빌리
judgement,심판
judgement,판단
judith,주디스
judy,주디
judy,쥬디
julianna,줄리아나
juliet,줄리엣
julius,줄리어스
jumping,장애물
jumping,점핑
jumping,점프
jungle,정글
jungle,정글
jupiter,목성의
jupiter,목성의
jupiter,목성
jurisprudence,법학
jury,배심원
justification,정당화
justified,정당화
juvenile,청소년
kai,카이
kamei,카메이
kangaroo,캥거루
karachi,카라치
kashmir,카슈미르
katherine,캐서린
katowice,카토비체
kaunas,카우나스
kay,케이
kazakhstan,카자흐스탄
keep,유지
kendall,켄달
kenji,겐지
kenya,케냐
kerry,케리
key,키키
keys,키키
kidnapped,납치
kiev,키예프
killers,킬러스
kilometres,킬로미터
kilos,킬로
kinabalu,키나발루
kirk,커크
kiss,kiss
kitty,키티
klein,클라인
klein,클라인
knife,나이프
knock,노크
knockout,녹아웃
kodak,코닥
kok,kok
kolkata,콜카타
kowloon,주룽
krishna,크리슈나
kristine,크리스틴
ktx,ktx
kuma,쿠마
kuwait,쿠웨이트
laboratories,실험실
laboratories,연구소
lacrosse,라크로스
lafayette,라피엣
lafayette,라파예트
lahore,라호르
lakewood,레이크우드
lala,lala
lamb,양고기
lambert,램버트
lambert,람베르트
lance,랜스
lance,랜스
landau,란다우
langlands,랭글랜즈
langley,랭글리
lantern,랜턴
larnaca,라르나카
later,나중에
latest,최신
latina,라티나
latitude,위도
latitude,위도
latvian,라트비아어
latvian,라트비아
latvian,라트비아인
launch,런칭
launching,출시
launching,런칭
law,법률
layer,레이어
layers,레이어
layout,layout
layout,레이아웃
ldh,ldh
leaders,리더
leaflet,전단지
lease,임대
least,최소
leather,가죽
lebanese,레바논
lectures,강연
left,왼쪽
legislative,입법
legislature,입법부
